date,direction,service_type,time,primary_flight_number,primary_airline,codeshare_flight_numbers,codeshare_airlines,codeshare_count,origin,destination,status
2026-08-31,arrival,passenger,19:20,CX 150,CPA,JL 7910 / AY 5100 / OM 5648 / LH 7002 / BA 4142,JAL / FIN / MGL / DLH / BAW,5,BNE,HKG,At gate 20:08
2026-08-31,arrival,passenger,19:20,HX 549,CRK,EY 6804,ETD,1,DAD,HKG,At gate 19:17
2026-08-31,arrival,passenger,19:20,HX 605,CRK,TK 9203,THY,1,NRT,HKG,At gate 19:04
2026-08-31,arrival,passenger,19:20,CX 867,CPA,,,0,YVR,HKG,At gate 19:16
2026-08-31,arrival,passenger,19:25,CX 589,CPA,QR 5807 / JL 7057,QTR / JAL,2,FUK,HKG,At gate 19:40
2026-08-31,arrival,passenger,19:25,CX 957,CPA,,,0,CGO,HKG,At gate 18:59
2026-08-31,arrival,passenger,19:30,CX 539,CPA,QR 5855 / JL 7035 / QF 8258,QTR / JAL / QFA,3,NGO,HKG,At gate 19:10
2026-08-31,arrival,passenger,19:35,UO 115,HKE,,,0,TPE,HKG,At gate 19:19
2026-08-31,arrival,passenger,19:35,PX 008,ANG,CX 6898,CPA,1,POM,HKG,At gate 20:44
2026-08-31,arrival,passenger,19:40,CI 935,CAL,AE 5215,MDA,1,KHH,HKG,At gate 20:02
2026-08-31,arrival,passenger,19:40,UO 849,HKE,,,0,NRT,HKG,At gate 19:16
2026-08-31,arrival,passenger,19:45,TR 982,TGW,,,0,SIN,HKG,At gate 19:50
2026-08-31,arrival,passenger,19:45,HX 247,CRK,HU 8360,CHH,1,PVG,HKG,At gate 20:49
2026-08-31,arrival,passenger,19:45,UA 821,UAL,,,0,BKK,HKG,At gate 19:33
2026-08-31,arrival,passenger,19:45,HO 1291,DKH,MU 3951,CES,1,PVG,HKG,At gate 19:37
2026-08-31,arrival,passenger,19:55,BR 857,EVA,HX 1833,CRK,1,TPE,HKG,At gate 20:35
2026-08-31,arrival,passenger,19:55,HX 776,CRK,TK 9220,THY,1,BKK,HKG,At gate 21:51
2026-08-31,arrival,passenger,19:55,HB 321,HGB,,,0,NRT,HKG,At gate 19:30
2026-08-31,arrival,passenger,20:00,HX 609,CRK,TK 9207,THY,1,NRT,HKG,At gate 19:28
2026-08-31,arrival,passenger,20:00,CX 549,CPA,QR 5843 / JL 7039,QTR / JAL,2,HND,HKG,At gate 19:40
2026-08-31,arrival,passenger,20:00,UO 691,HKE,,,0,NGO,HKG,At gate 19:54
2026-08-31,arrival,passenger,20:10,CX 734,CPA,QR 3491 / OM 5654 / BA 4556 / FJ 5471 / GF 4064,QTR / MGL / BAW / FJI / GFA,5,SIN,HKG,At gate 20:07
2026-08-31,arrival,passenger,20:10,UO 899,HKE,CX 5899,CPA,1,KIX,HKG,At gate 20:09
2026-08-31,arrival,passenger,20:15,MU 9657,CES,,,0,KMG,HKG,At gate 20:11
2026-08-31,arrival,passenger,20:15,CX 918,CPA,LH 7004 / BA 4576,DLH / BAW,2,MNL,HKG,At gate 21:15
2026-08-31,arrival,passenger,20:15,UO 701,HKE,,,0,BKK,HKG,At gate 20:04
2026-08-31,arrival,passenger,20:20,HX 619,CRK,TK 8875 / EY 6815,THY / ETD,2,KIX,HKG,At gate 19:49
2026-08-31,arrival,passenger,20:20,5J 114,CEB,,,0,MNL,HKG,At gate 20:01
2026-08-31,arrival,passenger,20:20,UO 747,HKE,CX 5747,CPA,1,PEN,HKG,At gate 20:54
2026-08-31,arrival,passenger,20:25,CX 331,CPA,CA 6501,CCA,1,PEK,HKG,At gate 20:35
2026-08-31,arrival,passenger,20:30,CX 369,CPA,,,0,PVG,HKG,At gate 20:24
2026-08-31,arrival,passenger,20:30,CX 706,CPA,PG 4565 / AY 6545 / OM 5626 / AA 8955,BKP / FIN / MGL / AAL,4,BKK,HKG,At gate 20:54
2026-08-31,arrival,passenger,20:30,CX 776,CPA,QR 3494 / BA 4574,QTR / BAW,2,CGK,HKG,At gate 20:41
2026-08-31,arrival,passenger,20:35,HB 881,HGB,,,0,CTS,HKG,At gate 20:13
2026-08-31,arrival,passenger,20:35,UO 845,HKE,CX 5845,CPA,1,OKA,HKG,At gate 20:41
2026-08-31,arrival,passenger,20:40,CX 473,CPA,,,0,TPE,HKG,At gate 21:08
2026-08-31,arrival,passenger,20:40,UO 639,HKE,,,0,FUK,HKG,At gate 20:38
2026-08-31,arrival,passenger,20:45,BR 809,EVA,HX 1835,CRK,1,TPE,HKG,At gate 21:07
2026-08-31,arrival,passenger,20:45,HX 691,CRK,EY 6801,ETD,1,CTS,HKG,At gate 20:10
2026-08-31,arrival,passenger,20:50,CX 459,CPA,,,0,KHH,HKG,At gate 21:17
2026-08-31,arrival,passenger,20:50,CX 507,CPA,JL 7059 / QR 5801,JAL / QTR,2,KIX,HKG,At gate 20:30
2026-08-31,arrival,passenger,20:50,5J 236,CEB,,,0,CEB,HKG,At gate 20:31
2026-08-31,arrival,passenger,20:55,CX 581,CPA,QF 8242 / QR 3495 / JL 7061,QFA / QTR / JAL,3,CTS,HKG,At gate 20:41
2026-08-31,arrival,passenger,21:00,CX 801,CPA,OM 5807,MGL,1,ORD,HKG,At gate 20:58
2026-08-31,arrival,passenger,21:00,UO 871,HKE,CX 5871,CPA,1,NRT,HKG,At gate 20:51
2026-08-31,arrival,passenger,21:05,CA 117,CCA,CX 6117,CPA,1,PEK,HKG,At gate 21:06
2026-08-31,arrival,passenger,21:05,CX 198,CPA,QR 5805 / AY 5848 / LH 7020 / NZ 4995 / BA 4550,QTR / FIN / DLH / ANZ / BAW,5,AKL,HKG,At gate 20:59
2026-08-31,arrival,passenger,21:05,MU 723,CES,FM 3027,CSH,1,PVG,HKG,At gate 21:07
2026-08-31,arrival,passenger,21:05,AC 015,ACA,,,0,YVR,HKG,At gate 22:36
2026-08-31,arrival,passenger,21:10,CX 521,CPA,QR 5859 / JL 7047 / AA 8883,QTR / JAL / AAL,3,NRT,HKG,At gate 21:12
2026-08-31,arrival,passenger,21:10,CX 565,CPA,JL 7055,JAL,1,KIX → TPE,HKG,At gate 21:01
2026-08-31,arrival,passenger,21:10,UO 559,HKE,CX 5559,CPA,1,DAD,HKG,At gate 21:11
2026-08-31,arrival,passenger,21:20,HX 261,CRK,BR 2895,EVA,1,TPE,HKG,At gate 21:41
2026-08-31,arrival,passenger,21:25,CX 784,CPA,QR 5812 / AY 6546 / BA 4553,QTR / FIN / BAW,3,DPS,HKG,At gate 21:22
2026-08-31,arrival,passenger,21:30,CX 100,CPA,AY 5834 / LA 5647 / OM 5670 / LH 7000 / BA 4130,FIN / LAN / MGL / DLH / BAW,5,SYD,HKG,At gate 20:56
2026-08-31,arrival,passenger,21:30,CX 451,CPA,JL 7045,JAL,1,NRT → TPE,HKG,At gate 01:44 (01/09/2026)
2026-08-31,arrival,passenger,21:30,CX 583,CPA,QF 8246 / QR 3473 / JL 7065,QFA / QTR / JAL,3,CTS,HKG,At gate 21:25
2026-08-31,arrival,passenger,21:30,CX 708,CPA,PG 4557 / QR 3460 / OM 5604 / BA 4568,BKP / QTR / MGL / BAW,4,BKK,HKG,At gate 21:31
2026-08-31,arrival,passenger,21:35,HX 217,CRK,HU 8210,CHH,1,NKG,HKG,At gate 21:31
2026-08-31,arrival,passenger,21:40,CX 595,CPA,QR 5815 / JL 7067,QTR / JAL,2,KIX,HKG,At gate 23:50
2026-08-31,arrival,passenger,21:40,UO 759,HKE,,,0,BKK,HKG,At gate 21:54
2026-08-31,arrival,passenger,21:45,CA 107,CCA,CX 6107,CPA,1,PEK,HKG,At gate 22:08
2026-08-31,arrival,passenger,21:45,CX 104,CPA,AY 5842 / OM 5660 / LH 7010 / BA 4566 / LA 5645,FIN / MGL / DLH / BAW / LAN,5,MEL,HKG,At gate 21:15
2026-08-31,arrival,passenger,21:50,CX 381,CPA,,,0,PVG,HKG,At gate 21:46
2026-08-31,arrival,passenger,21:55,HX 239,CRK,HU 8362,CHH,1,SHA,HKG,At gate 22:02
2026-08-31,arrival,passenger,21:55,QR 816,QTR,CX 9200 / LA 7418 / B6 6607 / BA 2326 / IB 6331,CPA / LAN / JBU / BAW / IBE,5,DOH,HKG,At gate 22:21
2026-08-31,arrival,passenger,22:00,PR 310,PAL,,,0,MNL,HKG,At gate 22:00
2026-08-31,arrival,passenger,22:00,CX 531,CPA,JL 7037,JAL,1,NGO → TPE,HKG,At gate 21:48
2026-08-31,arrival,passenger,22:00,CX 724,CPA,AC 9791 / MH 9202 / QR 5810,ACA / MAS / QTR,3,KUL,HKG,At gate 21:40
2026-08-31,arrival,passenger,22:00,TG 602,THA,,,0,BKK,HKG,At gate 22:31
2026-08-31,arrival,passenger,22:05,CX 716,CPA,FJ 5469 / GF 4052 / QR 5816 / OM 5656 / BA 4557 / AA 8907,FJI / GFA / QTR / MGL / BAW / AAL,6,SIN,HKG,At gate 22:00
2026-08-31,arrival,passenger,22:05,CX 764,CPA,QR 5831 / OM 5629 / JL 7922 / VN 3560 / BA 4562,QTR / MGL / JAL / HVN / BAW,5,SGN,HKG,At gate 21:49
2026-08-31,arrival,passenger,22:05,EK 380,UAE,TP 6360,TAP,1,DXB,HKG,At gate 22:58
2026-08-31,arrival,passenger,22:05,JL 735,JAL,MH 9119 / TN 1900 / WS 5910 / AA 8417 / AS 7331 / CX 6323,MAS / THT / WJA / AAL / ASA / CPA,6,NRT,HKG,At gate 21:56
2026-08-31,arrival,passenger,22:10,HB 873,HGB,,,0,DYG,HKG,At gate 22:35
2026-08-31,arrival,passenger,22:10,UO 825,HKE,CX 5825,CPA,1,OKA,HKG,At gate 22:00
2026-08-31,arrival,passenger,22:15,CX 600,CPA,,,0,KTI,HKG,At gate 22:49
2026-08-31,arrival,passenger,22:15,CX 742,CPA,QR 5802 / AC 9770 / VN 3566 / BA 4564,QTR / ACA / HVN / BAW,4,HAN,HKG,At gate 22:04
2026-08-31,arrival,passenger,22:15,CX 926,CPA,AC 9796 / PR 3198 / LH 7006,ACA / PAL / DLH,3,CEB,HKG,At gate 22:11
2026-08-31,arrival,passenger,22:20,CX 307,CPA,,,0,WNZ,HKG,At gate 22:16
2026-08-31,arrival,passenger,22:20,CX 505,CPA,QR 3457 / JL 7049 / AA 8881,QTR / JAL / AAL,3,NRT,HKG,At gate 22:09
2026-08-31,arrival,passenger,22:20,CX 963,CPA,CA 6527,CCA,1,HGH,HKG,At gate 23:39
2026-08-31,arrival,passenger,22:20,CX 979,CPA,,,0,XMN,HKG,At gate 22:22
2026-08-31,arrival,passenger,22:20,UO 215,HKE,CX 5215,CPA,1,WUX,HKG,At gate 22:24
2026-08-31,arrival,passenger,22:25,CX 393,CPA,CA 6513,CCA,1,PEK,HKG,At gate 22:22
2026-08-31,arrival,passenger,22:25,UO 183,HKE,CX 5183,CPA,1,RMQ,HKG,At gate 22:12
2026-08-31,arrival,passenger,22:30,HB 323,HGB,,,0,NRT,HKG,At gate 22:06
2026-08-31,arrival,passenger,22:35,NH 811,ANA,AC 6286 / NZ 4147 / UA 7989,ACA / ANZ / UAL,3,NRT,HKG,At gate 22:04
2026-08-31,arrival,passenger,22:40,CX 569,CPA,JL 7939,JAL,1,KIX,HKG,At gate 22:17
2026-08-31,arrival,passenger,22:40,CX 991,CPA,,,0,FOC,HKG,At gate 22:33
2026-08-31,arrival,passenger,22:45,ZE 861,ESR,,,0,ICN,HKG,At gate 23:24
2026-08-31,arrival,passenger,22:45,KE 2011,KAL,VS 5515 / WS 6035 / DL 7773 / AC 6298,VIR / WJA / DAL / ACA,4,ICN,HKG,At gate 23:08
2026-08-31,arrival,passenger,22:45,CZ 5009,CSN,3U 7003 / MF 9235,CSC / CXA,2,PKX,HKG,At gate 22:43
2026-08-31,arrival,passenger,22:50,HX 462,CRK,,,0,HLD,HKG,At gate 23:11
2026-08-31,arrival,passenger,22:50,UO 135,HKE,CX 5135,CPA,1,KHH,HKG,At gate 22:56
2026-08-31,arrival,passenger,22:55,CX 902,CPA,,,0,MNL,HKG,At gate 23:04
2026-08-31,arrival,passenger,23:00,SQ 898,SIA,,,0,SIN,HKG,At gate 23:07
2026-08-31,arrival,passenger,23:00,CX 419,CPA,QR 5845,QTR,1,ICN,HKG,At gate 23:37
2026-08-31,arrival,passenger,23:05,CX 479,CPA,,,0,TPE,HKG,At gate 22:52
2026-08-31,arrival,passenger,23:05,CX 704,CPA,PG 4567 / QR 3450 / AC 9764 / OM 5625,BKP / QTR / ACA / MGL,4,BKK,HKG,At gate 23:05
2026-08-31,arrival,passenger,23:05,CX 931,CPA,CA 6531,CCA,1,WUH,HKG,At gate 22:57
2026-08-31,arrival,passenger,23:10,UO 597,HKE,CX 5597,CPA,1,PQC,HKG,At gate 22:42
2026-08-31,arrival,passenger,23:15,CX 778,CPA,QR 5818 / AC 9762,QTR / ACA,2,HKT,HKG,At gate 23:00
2026-08-31,arrival,passenger,23:15,UO 695,HKE,CX 5695,CPA,1,FUK,HKG,At gate 23:07
2026-08-31,arrival,passenger,23:15,UO 755,HKE,CX 5755,CPA,1,CNX,HKG,At gate 23:09
2026-08-31,arrival,passenger,23:20,UO 117,HKE,CX 5117,CPA,1,TPE,HKG,At gate 00:15 (01/09/2026)
2026-08-31,arrival,passenger,23:20,UO 647,HKE,CX 5647,CPA,1,NRT,HKG,At gate 23:00
2026-08-31,arrival,passenger,23:25,ET 645,ETH,,,0,MNL,HKG,At gate 23:24
2026-08-31,arrival,passenger,23:25,CX 337,CPA,CA 6505,CCA,1,PEK,HKG,At gate 23:14
2026-08-31,arrival,passenger,23:30,OZ 745,AAR,HX 1565,CRK,1,ICN,HKG,At gate 23:53
2026-08-31,arrival,passenger,23:30,UO 273,HKE,CX 5273,CPA,1,CZX,HKG,At gate 00:41 (01/09/2026)
2026-08-31,arrival,passenger,23:30,UO 535,HKE,,,0,MNL,HKG,At gate 23:56
2026-08-31,arrival,passenger,23:35,LJ 713,JNA,,,0,CJU,HKG,At gate 23:58
2026-08-31,arrival,passenger,23:35,7C 6013,JJA,H1 9930,HHN,1,ICN,HKG,At gate 23:45
2026-08-31,arrival,passenger,23:40,CX 989,CPA,,,0,CAN,HKG,At gate 00:28 (01/09/2026)
2026-08-31,arrival,passenger,23:40,UO 703,HKE,,,0,BKK,HKG,At gate 23:42
2026-08-31,arrival,passenger,23:45,HX 283,CRK,BR 2891,EVA,1,TPE,HKG,At gate 23:21
2026-08-31,arrival,passenger,23:45,HX 453,CRK,HU 8161,CHH,1,CTU,HKG,At gate 00:05 (01/09/2026)
2026-08-31,arrival,passenger,23:45,MU 725,CES,FM 3029,CSH,1,PVG,HKG,At gate 23:33
2026-08-31,arrival,passenger,23:50,HX 613,CRK,TK 9201 / EY 6812,THY / ETD,2,KIX,HKG,At gate 23:13
2026-08-31,arrival,passenger,23:50,UO 689,HKE,,,0,KIX,HKG,At gate 23:27
2026-08-31,arrival,passenger,23:50,MH 078,MAS,CX 6010 / FY 7052 / UL 2778 / QR 4986,CPA / FFM / ALK / QTR,4,KUL,HKG,At gate 00:31 (01/09/2026)
2026-08-31,arrival,passenger,23:55,GK 027,JJP,,,0,NRT,HKG,At gate 23:49
2026-08-31,arrival,passenger,23:55,MM 067,APJ,,,0,KIX,HKG,At gate 23:31
2026-09-01,arrival,passenger,00:00,UO 671,HKE,CX 5671,CPA,1,NGO,HKG,At gate 23:57 (31/08/2026)
2026-09-01,arrival,passenger,00:00,UO 795,HKE,,,0,HKT,HKG,At gate 23:37 (31/08/2026)
2026-09-01,arrival,passenger,00:05,HX 547,CRK,EY 6824,ETD,1,DAD,HKG,At gate 23:45 (31/08/2026)
2026-09-01,arrival,passenger,00:05,CX 782,CPA,AA 8917,AAL,1,DPS,HKG,At gate 23:38 (31/08/2026)
2026-09-01,arrival,passenger,00:35,UO 651,HKE,CX 5651,CPA,1,NRT,HKG,At gate 23:51 (31/08/2026)
2026-08-30,departure,passenger,21:30,EK 385,UAE,,,0,HKG,BKK → DXB,Dep 00:09 (31/08/2026)
2026-08-30,departure,passenger,23:55,CX 289,CPA,LH 7015,DLH,1,HKG,FRA,Dep 00:06 (31/08/2026)
2026-08-30,departure,passenger,23:55,NH 814,ANA,,,0,HKG,HND,Dep 01:17 (31/08/2026)
2026-08-31,departure,passenger,00:05,ZE 862,ESR,,,0,HKG,ICN,Dep 00:10
2026-08-31,departure,passenger,00:05,CX 261,CPA,,,0,HKG,CDG,Dep 00:05
2026-08-31,departure,passenger,00:05,CX 880,CPA,LA 6094 / OM 5880 / AA 8933 / MH 9190,LAN / MGL / AAL / MAS,4,HKG,LAX,Dep 00:20
2026-08-31,departure,passenger,00:15,CX 165,CPA,JL 7923 / AY 5099 / OM 5671 / LH 7003 / BA 4143,JAL / FIN / MGL / DLH / BAW,5,HKG,BNE,Dep 01:23
2026-08-31,departure,passenger,00:20,CX 105,CPA,AY 5095 / OM 5605 / BA 4567,FIN / MGL / BAW,3,HKG,MEL,Dep 00:26
2026-08-31,departure,passenger,00:25,ET 645,ETH,,,0,HKG,ADD,Dep 00:39
2026-08-31,departure,passenger,00:25,CX 383,CPA,,,0,HKG,ZRH,Dep 00:27
2026-08-31,departure,passenger,00:35,7C 6014,JJA,H1 9933,HHN,1,HKG,ICN,Dep 00:30
2026-08-31,departure,passenger,00:40,EK 381,UAE,TP 6349,TAP,1,HKG,DXB,Dep 01:41
2026-08-31,departure,passenger,00:45,CX 181,CPA,AY 5093 / OM 5627 / BA 4131,FIN / MGL / BAW,3,HKG,SYD,Dep 00:47
2026-08-31,departure,passenger,00:45,CX 275,CPA,,,0,HKG,BRU,Dep 01:40
2026-08-31,departure,passenger,00:45,CX 321,CPA,,,0,HKG,BCN,Dep 00:42
2026-08-31,departure,passenger,00:45,KE 2012,KAL,DL 7774 / VS 5516 / WS 6036 / AC 6299,DAL / VIR / WJA / ACA,4,HKG,ICN,Dep 00:49
2026-08-31,departure,passenger,00:45,CX 888,CPA,,,0,HKG,YVR,Dep 01:12
2026-08-31,departure,passenger,00:50,CX 233,CPA,,,0,HKG,MXP,Dep 00:52
2026-08-31,departure,passenger,00:50,UO 616,HKE,CX 5616,CPA,1,HKG,ICN,Dep 00:40
2026-08-31,departure,passenger,00:55,GK 028,JJP,,,0,HKG,NRT,Dep 00:58
2026-08-31,departure,passenger,00:55,CX 259,CPA,,,0,HKG,MAN,Dep 01:01
2026-08-31,departure,passenger,00:55,MM 068,APJ,,,0,HKG,KIX,Dep 20:14
2026-08-31,departure,passenger,01:00,CX 301,CPA,,,0,HKG,MUC,Dep 01:00
2026-08-31,departure,passenger,01:05,CX 293,CPA,,,0,HKG,FCO,Dep 01:09
2026-08-31,departure,passenger,01:05,CX 749,CPA,LA 5632 / JL 7901,LAN / JAL,2,HKG,JNB,Dep 01:20
2026-08-31,departure,passenger,01:10,CX 872,CPA,MH 9198 / OM 5872 / AA 8930,MAS / MGL / AAL,3,HKG,SFO,Dep 01:25
2026-08-31,departure,passenger,01:15,CX 950,CPA,,,0,HKG,CAN,Dep 01:30
2026-08-31,departure,passenger,01:15,CX 998,CPA,CA 6558,CCA,1,HKG,URC,Dep 01:19
2026-08-31,departure,passenger,01:15,UO 854,HKE,,,0,HKG,NRT,Dep 01:07
2026-08-31,departure,passenger,01:20,CX 524,CPA,QR 5844 / JL 7040 / AA 8884,QTR / JAL / AAL,3,HKG,NRT,Dep 03:27
2026-08-31,departure,passenger,01:25,BX 3945,ABL,,,0,HKG,ICN,Dep 01:26
2026-08-31,departure,passenger,01:25,QR 815,QTR,AH 4909 / LA 7419 / BA 2328 / JU 8317 / IB 6245 / B6 6587 / CX 9201,DAH / LAN / BAW / ASL / IBE / JBU / CPA,7,HKG,DOH,Dep 01:29
2026-08-31,departure,passenger,01:40,OZ 746,AAR,HX 1566,CRK,1,HKG,ICN,Dep 01:51
2026-08-31,departure,passenger,01:45,CX 659,CPA,QR 3459 / AY 5133 / OM 5613 / FJ 5472,QTR / FIN / MGL / FJI,4,HKG,SIN,Dep 03:14
2026-08-31,departure,passenger,01:50,TW 640,TWB,,,0,HKG,PUS,Dep 01:43
2026-08-31,departure,passenger,01:55,CX 566,CPA,QR 5838 / JL 7050,QTR / JAL,2,HKG,KIX,Dep 02:01
2026-08-31,departure,passenger,02:00,LJ 714,JNA,,,0,HKG,CJU,Dep 02:09
2026-08-31,departure,passenger,02:00,HX 707,CRK,GA 9771,GIA,1,HKG,DPS,Dep 01:52
2026-08-31,departure,passenger,02:00,CX 844,CPA,MH 9210 / LA 5631 / OM 5844,MAS / LAN / MGL,3,HKG,JFK,Dep 02:14
2026-08-31,departure,passenger,02:10,UO 656,HKE,CX 5656,CPA,1,HKG,TAE,Dep 02:25
2026-08-31,departure,passenger,02:20,5J 243,CEB,,,0,HKG,ILO,Dep 02:24
2026-08-31,departure,passenger,02:30,UO 698,HKE,CX 5698,CPA,1,HKG,CJU,Dep 02:34
2026-08-31,departure,passenger,02:35,HX 606,CRK,TK 9204,THY,1,HKG,NRT,Dep 03:09
2026-08-31,departure,passenger,02:35,UO 604,HKE,CX 5604,CPA,1,HKG,PUS,Dep 02:45
2026-08-31,departure,passenger,02:45,HB 382,HGB,,,0,HKG,FUK,Dep 02:31
2026-08-31,departure,passenger,02:50,HX 616,CRK,TK 9211 / EY 6810,THY / ETD,2,HKG,KIX,Dep 03:14
2026-08-31,departure,passenger,02:50,CX 820,CPA,,,0,HKG,YYZ,Dep 03:39
2026-08-31,departure,passenger,03:35,HX 638,CRK,,,0,HKG,FUK,Dep 03:55
2026-08-31,departure,passenger,07:00,UO 842,HKE,CX 5842,CPA,1,HKG,OKA,Dep 06:54
2026-08-31,departure,passenger,07:10,CX 422,CPA,,,0,HKG,TPE,Cancelled
2026-08-31,departure,passenger,07:15,UO 618,HKE,,,0,HKG,ICN,Dep 07:02
2026-08-31,departure,passenger,07:20,CX 907,CPA,,,0,HKG,MNL,Dep 07:13
2026-08-31,departure,passenger,07:25,CX 334,CPA,CA 6504,CCA,1,HKG,PEK,Dep 07:46
2026-08-31,departure,passenger,07:25,UO 704,HKE,,,0,HKG,BKK,Dep 07:15
2026-08-31,departure,passenger,07:30,MU 726,CES,FM 3030,CSH,1,HKG,PVG,Dep 07:19
2026-08-31,departure,passenger,07:30,HB 308,HGB,,,0,HKG,FUK,Dep 07:28
2026-08-31,departure,passenger,07:35,UO 522,HKE,CX 5522,CPA,1,HKG,CRK,Dep 07:35
2026-08-31,departure,passenger,07:35,UO 600,HKE,,,0,HKG,FUK,Dep 07:33
2026-08-31,departure,passenger,07:40,UO 540,HKE,,,0,HKG,HAN,Dep 07:35
2026-08-31,departure,passenger,07:40,UA 820,UAL,,,0,HKG,BKK,Dep 07:32
2026-08-31,departure,passenger,07:45,CX 958,CPA,CA 6524,CCA,1,HKG,HGH,Dep 07:54
2026-08-31,departure,passenger,07:45,UO 598,HKE,CX 5598,CPA,1,HKG,PQC,Dep 07:45
2026-08-31,departure,passenger,07:50,CX 982,CPA,,,0,HKG,CAN,Dep 07:55
2026-08-31,departure,passenger,07:50,TG 603,THA,,,0,HKG,BKK,Dep 07:54
2026-08-31,departure,passenger,07:50,UO 738,HKE,CX 5738,CPA,1,HKG,CNX,Dep 07:36
2026-08-31,departure,passenger,07:55,HX 112,CRK,HU 8516,CHH,1,HKG,HGH,Dep 07:56
2026-08-31,departure,passenger,07:55,CX 434,CPA,QR 3498,QTR,1,HKG,ICN,Dep 07:57
2026-08-31,departure,passenger,07:55,CX 921,CPA,AC 9767 / PR 3201 / AY 5113 / LH 7007,ACA / PAL / FIN / DLH,4,HKG,CEB,Dep 08:05
2026-08-31,departure,passenger,07:55,UO 192,HKE,CX 5192,CPA,1,HKG,RMQ,Dep 07:53
2026-08-31,departure,passenger,07:55,UO 724,HKE,,,0,HKG,HKT,Dep 07:52
2026-08-31,departure,passenger,08:00,CX 488,CPA,,,0,HKG,TPE,Dep 08:09
2026-08-31,departure,passenger,08:00,CX 691,CPA,QR 3487 / OM 5661 / FJ 5458 / AA 8898,QTR / MGL / FJI / AAL,4,HKG,SIN,Dep 08:21
2026-08-31,departure,passenger,08:00,CX 705,CPA,PG 4550 / QR 3469 / AC 9773 / FJ 5470 / AY 5847 / OM 5645 / AA 8906,BKP / QTR / ACA / FJI / FIN / MGL / AAL,7,HKG,BKK,Dep 08:24
2026-08-31,departure,passenger,08:00,UO 130,HKE,,,0,HKG,KHH,Dep 08:01
2026-08-31,departure,passenger,08:00,UO 716,HKE,,,0,HKG,SZB,Dep 08:11
2026-08-31,departure,passenger,08:00,UO 810,HKE,,,0,HKG,KIX,Dep 07:51
2026-08-31,departure,passenger,08:05,HX 236,CRK,HU 8492,CHH,1,HKG,PVG,Dep 08:04
2026-08-31,departure,passenger,08:05,CX 257,CPA,,,0,HKG,LHR,Dep 09:34
2026-08-31,departure,passenger,08:05,CX 771,CPA,QR 5817 / AC 9799 / AY 5123,QTR / ACA / FIN,3,HKG,HKT,Dep 08:08
2026-08-31,departure,passenger,08:10,CX 316,CPA,,,0,HKG,PVG,Dep 08:16
2026-08-31,departure,passenger,08:10,CX 564,CPA,JL 7054,JAL,1,HKG,TPE → KIX,Dep 08:29
2026-08-31,departure,passenger,08:10,CX 596,CPA,QR 5826 / JL 7028,QTR / JAL,2,HKG,KIX,Dep 08:12
2026-08-31,departure,passenger,08:10,CX 723,CPA,AC 9781 / MH 9189 / QR 3470,ACA / MAS / QTR,3,HKG,KUL,Dep 08:11
2026-08-31,departure,passenger,08:10,CX 928,CPA,CA 6518,CCA,1,HKG,CKG,Dep 08:14
2026-08-31,departure,passenger,08:15,CX 512,CPA,QR 5849 / JL 7068,QTR / JAL,2,HKG,FUK,Dep 08:15
2026-08-31,departure,passenger,08:15,CX 526,CPA,QR 5840 / JL 7026 / AA 8956,QTR / JAL / AAL,3,HKG,NRT,Dep 08:13
2026-08-31,departure,passenger,08:15,CX 633,CPA,MH 9750 / QR 3481 / AY 5853,MAS / QTR / FIN,3,HKG,PEN,Dep 08:15
2026-08-31,departure,passenger,08:15,CX 936,CPA,CA 6535,CCA,1,HKG,WUH,Dep 09:33
2026-08-31,departure,passenger,08:15,HB 340,HGB,,,0,HKG,KIX,Dep 08:13
2026-08-31,departure,passenger,08:20,CX 767,CPA,QR 5821 / AY 5843 / OM 5644 / AC 9769 / JL 7919 / VN 3563 / BA 4559,QTR / FIN / MGL / ACA / JAL / HVN / BAW,7,HKG,SGN,Dep 09:06
2026-08-31,departure,passenger,08:20,AI 315,AIC,,,0,HKG,DEL,Dep 08:32
2026-08-31,departure,passenger,08:25,HX 614,CRK,TK 8866 / EY 6809,THY / ETD,2,HKG,KIX,Dep 08:29
2026-08-31,departure,passenger,08:25,UO 250,HKE,CX 5250,CPA,1,HKG,SYX,Dep 08:33
2026-08-31,departure,passenger,08:25,UO 552,HKE,CX 5552,CPA,1,HKG,DAD,Dep 08:29
2026-08-31,departure,passenger,08:30,CA 118,CCA,CX 6118,CPA,1,HKG,PEK,Dep 08:31
2026-08-31,departure,passenger,08:30,CX 384,CPA,,,0,HKG,WNZ,Dep 08:31
2026-08-31,departure,passenger,08:30,HX 604,CRK,TK 9202,THY,1,HKG,NRT,Dep 08:34
2026-08-31,departure,passenger,08:30,CZ 5010,CSN,3U 7004 / MF 9236,CSC / CXA,2,HKG,PKX,Dep 08:23
2026-08-31,departure,passenger,08:30,CX 914,CPA,,,0,HKG,FOC,Dep 08:32
2026-08-31,departure,passenger,08:35,CX 432,CPA,,,0,HKG,KHH,Dep 08:39
2026-08-31,departure,passenger,08:35,CX 530,CPA,JL 7034,JAL,1,HKG,TPE → NGO,Dep 08:32
2026-08-31,departure,passenger,08:35,CX 607,CPA,AY 5131,FIN,1,HKG,KTI,Dep 08:32
