date,direction,service_type,time,primary_flight_number,primary_airline,codeshare_flight_numbers,codeshare_airlines,codeshare_count,origin,destination,status
2026-08-31,departure,passenger,18:00,CX 665,CPA,AA 8886 / OM 5653,AAL / MGL,2,HKG,DEL,Dep 18:21
2026-08-31,departure,passenger,18:10,MU 2068,CES,,,0,HKG,HFE,Dep 18:07
2026-08-31,departure,passenger,18:15,CX 402,CPA,,,0,HKG,TPE,Dep 18:10
2026-08-31,departure,passenger,18:15,UO 182,HKE,CX 5182,CPA,1,HKG,RMQ,Dep 18:07
2026-08-31,departure,passenger,18:25,CX 328,CPA,,,0,HKG,SHA,Dep 18:34
2026-08-31,departure,passenger,18:25,CX 882,CPA,MH 9192 / LA 5634 / AA 8935 / OM 5882,MAS / LAN / AAL / MGL,4,HKG,LAX,Dep 18:27
2026-08-31,departure,passenger,18:30,CA 764,CCA,,,0,HKG,PKX,Dep 18:19
2026-08-31,departure,passenger,18:30,OM 2972,MGL,CX 6202 / TK 8645,CPA / THY,2,HKG,UBN,Dep 19:01
2026-08-31,departure,passenger,18:35,CA 728,CCA,CX 6144,CPA,1,HKG,HGH,Dep 18:34
2026-08-31,departure,passenger,18:40,UO 116,HKE,,,0,HKG,TPE,Dep 18:33
2026-08-31,departure,passenger,18:40,3U 3960,CSC,CZ 1501,CSN,1,HKG,CTU,Dep 18:45
2026-08-31,departure,passenger,18:45,VN 595,HVN,,,0,HKG,SGN,Dep 18:50
2026-08-31,departure,passenger,18:50,SQ 895,SIA,,,0,HKG,SIN,Dep 19:05
2026-08-31,departure,passenger,18:50,HX 282,CRK,BR 2892,EVA,1,HKG,TPE,Dep 18:49
2026-08-31,departure,passenger,18:50,HX 546,CRK,EY 6825,ETD,1,HKG,DAD,Dep 18:51
2026-08-31,departure,passenger,18:50,UO 134,HKE,CX 5134,CPA,1,HKG,KHH,Dep 18:55
2026-08-31,departure,passenger,18:50,FM 810,CSH,MU 8630,CES,1,HKG,SHA,Dep 18:57
2026-08-31,departure,passenger,18:55,CX 603,CPA,,,0,HKG,KTM,Dep 18:56
2026-08-31,departure,passenger,19:00,CX 135,CPA,AY 5835 / OM 5611 / LH 7011 / BA 4139,FIN / MGL / DLH / BAW,4,HKG,MEL,Dep 19:09
2026-08-31,departure,passenger,19:00,CX 344,CPA,CA 6514,CCA,1,HKG,PEK,Dep 18:54
2026-08-31,departure,passenger,19:05,CX 111,CPA,AY 5841 / OM 5617 / LH 7001 / BA 4133,FIN / MGL / DLH / BAW,4,HKG,SYD,Dep 19:18
2026-08-31,departure,passenger,19:05,CX 797,CPA,QR 5809 / AY 5115 / BA 4575,QTR / FIN / BAW,3,HKG,CGK,Dep 19:28
2026-08-31,departure,passenger,19:05,TG 639,THA,,,0,HKG,BKK,Dep 19:12
2026-08-31,departure,passenger,19:10,HX 232,CRK,HU 8509,CHH,1,HKG,PVG,Dep 19:11
2026-08-31,departure,passenger,19:10,CX 812,CPA,OM 5812,MGL,1,HKG,BOS,Dep 19:50
2026-08-31,departure,passenger,19:10,CX 826,CPA,,,0,HKG,YYZ,Dep 19:09
2026-08-31,departure,passenger,19:10,EK 383,UAE,AZ 5631,AZA,1,HKG,DXB,Dep 21:11
2026-08-31,departure,passenger,19:15,NZ 080,ANZ,CX 7401 / LH 7158 / TG 4863 / TK 8722,CPA / DLH / THA / THY,4,HKG,AKL,Dep 19:41
2026-08-31,departure,passenger,19:15,CX 916,CPA,CA 6530,CCA,1,HKG,CTU,Dep 19:23
2026-08-31,departure,passenger,19:15,5J 113,CEB,,,0,HKG,MNL,Dep 19:33
2026-08-31,departure,passenger,19:20,CX 362,CPA,,,0,HKG,PVG,Dep 19:24
2026-08-31,departure,passenger,19:20,CX 464,CPA,,,0,HKG,TPE,Dep 19:17
2026-08-31,departure,passenger,19:25,BR 850,EVA,HX 1850,CRK,1,HKG,KHH,Dep 19:30
2026-08-31,departure,passenger,19:25,CX 304,CPA,,,0,HKG,NKG,Dep 20:07
2026-08-31,departure,passenger,19:30,QF 128,QFA,AF 9674 / AY 5005 / BA 7496 / KL 4896 / LA 4894,AFR / FIN / BAW / KLM / LAN,5,HKG,SYD,Dep 19:48
2026-08-31,departure,passenger,19:40,BR 872,EVA,HX 1832,CRK,1,HKG,TPE,Dep 20:01
2026-08-31,departure,passenger,19:40,QR 817,QTR,CX 9203 / LA 6039 / B6 6546 / BA 2354 / JU 8318 / IB 6246,CPA / LAN / JBU / BAW / ASL / IBE,6,HKG,DOH,Dep 20:00
2026-08-31,departure,passenger,19:45,CX 426,CPA,QF 8233 / AA 8905,QFA / AAL,2,HKG,ICN,Dep 19:40
2026-08-31,departure,passenger,19:50,VJ 877,VJC,,,0,HKG,SGN,Dep 19:50
2026-08-31,departure,passenger,19:50,UO 226,HKE,CX 5226,CPA,1,HKG,NGB,Dep 19:55
2026-08-31,departure,passenger,20:00,CX 988,CPA,,,0,HKG,CAN,Dep 20:10
2026-08-31,departure,passenger,20:00,UO 628,HKE,CX 5628,CPA,1,HKG,HND,Dep 19:57
2026-08-31,departure,passenger,20:05,QF 030,QFA,KL 4894 / LA 5929 / AF 9676 / AY 5015 / BA 7472,KLM / LAN / AFR / FIN / BAW,5,HKG,MEL,Dep 20:12
2026-08-31,departure,passenger,20:05,MU 506,CES,FM 3020,CSH,1,HKG,PVG,Dep 19:58
2026-08-31,departure,passenger,20:10,CI 920,CAL,,,0,HKG,TPE,Dep 20:19
2026-08-31,departure,passenger,20:10,CX 964,CPA,CA 6564,CCA,1,HKG,HGH,Dep 20:21
2026-08-31,departure,passenger,20:10,JX 236,SJX,,,0,HKG,TPE,Dep 20:28
2026-08-31,departure,passenger,20:15,CA 116,CCA,CX 6116,CPA,1,HKG,PEK,Dep 20:19
2026-08-31,departure,passenger,20:20,HX 304,CRK,HU 8160,CHH,1,HKG,PEK,Dep 20:24
2026-08-31,departure,passenger,20:20,EY 871,ETD,HX 3601,CRK,1,HKG,AUH,Dep 20:16
2026-08-31,departure,passenger,20:25,CX 942,CPA,CA 6542,CCA,1,HKG,XIY,Dep 20:19
2026-08-31,departure,passenger,20:30,CX 913,CPA,AY 5135 / LH 7005 / BA 4578,FIN / DLH / BAW,3,HKG,MNL,Dep 20:41
2026-08-31,departure,passenger,20:30,UA 152,UAL,,,0,HKG,SGN,Dep 20:36
2026-08-31,departure,passenger,20:30,UO 768,HKE,CX 5768,CPA,1,HKG,PEN,Dep 20:31
2026-08-31,departure,passenger,20:35,CX 611,CPA,QF 8249 / AY 5857 / AA 8958,QFA / FIN / AAL,3,HKG,CMB,Dep 20:29
2026-08-31,departure,passenger,20:35,CX 651,CPA,JL 7915 / AA 8949,JAL / AAL,2,HKG,MAA,Dep 20:33
2026-08-31,departure,passenger,20:35,CX 663,CPA,OM 5601 / JL 7913 / AA 8948,MGL / JAL / AAL,3,HKG,BOM,Dep 20:47
2026-08-31,departure,passenger,20:35,CX 679,CPA,OM 5603 / JL 7933 / AA 8947,MGL / JAL / AAL,3,HKG,DEL,Dep 20:53
2026-08-31,departure,passenger,20:40,CI 936,CAL,AE 5216,MDA,1,HKG,KHH,Dep 20:50
2026-08-31,departure,passenger,20:40,HX 218,CRK,HU 8260,CHH,1,HKG,NKG,Dep 20:46
2026-08-31,departure,passenger,20:45,TR 983,TGW,,,0,HKG,SIN,Dep 21:21
2026-08-31,departure,passenger,20:45,PX 019,ANG,CX 6899,CPA,1,HKG,POM,Dep 22:45
2026-08-31,departure,passenger,20:45,HO 1292,DKH,MU 3952,CES,1,HKG,PVG,Dep 20:54
2026-08-31,departure,passenger,20:55,AY 100,FIN,,,0,HKG,HEL,Cancelled
2026-08-31,departure,passenger,20:55,HX 496,CRK,HU 8202,CHH,1,HKG,CKG,Dep 21:36
2026-08-31,departure,passenger,20:55,CX 623,CPA,,,0,HKG,BLR,Dep 21:01
2026-08-31,departure,passenger,20:55,CX 715,CPA,QR 3471 / AY 5855 / OM 5609 / AA 8903,QTR / FIN / MGL / AAL,4,HKG,SIN,Dep 21:01
2026-08-31,departure,passenger,21:00,UO 614,HKE,CX 5614,CPA,1,HKG,ICN,Dep 21:00
2026-08-31,departure,passenger,21:05,BR 858,EVA,HX 1834,CRK,1,HKG,TPE,Dep 21:33
2026-08-31,departure,passenger,21:05,HX 128,CRK,HU 8518,CHH,1,HKG,HGH,Dep 20:55
2026-08-31,departure,passenger,21:05,CX 302,CPA,,,0,HKG,PVG,Dep 21:43
2026-08-31,departure,passenger,21:10,CX 113,CPA,QR 3475 / AY 5101 / LA 5633 / LH 7021 / NZ 4994 / BA 4551,QTR / FIN / LAN / DLH / ANZ / BAW,6,HKG,AKL,Dep 21:25
2026-08-31,departure,passenger,21:15,MU 9658,CES,,,0,HKG,KMG,Dep 21:03
2026-08-31,departure,passenger,21:15,5J 115,CEB,,,0,HKG,MNL,Dep 21:15
2026-08-31,departure,passenger,21:25,UO 790,HKE,CX 5790,CPA,1,HKG,BKI,Dep 21:40
2026-08-31,departure,passenger,21:30,CX 733,CPA,MH 9208 / AY 5127,MAS / FIN,2,HKG,KUL,Dep 21:58
2026-08-31,departure,passenger,21:30,UO 732,HKE,,,0,HKG,BKK,Dep 21:27
2026-08-31,departure,passenger,21:30,EK 385,UAE,,,0,HKG,BKK → DXB,Dep 01:20 (01/09/2026)
2026-08-31,departure,passenger,21:35,CX 161,CPA,AY 5091 / OM 5619 / BA 4137,FIN / MGL / BAW,3,HKG,SYD,Dep 22:02
2026-08-31,departure,passenger,21:35,5J 237,CEB,,,0,HKG,CEB,Dep 21:46
2026-08-31,departure,passenger,21:40,CX 448,CPA,,,0,HKG,KHH,Dep 21:53
2026-08-31,departure,passenger,21:45,BR 810,EVA,HX 1836,CRK,1,HKG,TPE,Dep 21:57
2026-08-31,departure,passenger,21:45,UA 821,UAL,,,0,HKG,LAX,Dep 21:43
2026-08-31,departure,passenger,21:55,CX 340,CPA,CA 6520,CCA,1,HKG,PEK,Dep 22:08
2026-08-31,departure,passenger,21:55,CX 939,CPA,AY 5137 / BA 4570,FIN / BAW,2,HKG,MNL,Dep 22:33
2026-08-31,departure,passenger,22:00,HB 710,HGB,,,0,HKG,TPE,Dep 21:48
2026-08-31,departure,passenger,22:05,MU 7366,CES,,,0,HKG,PVG,Dep 22:10
2026-08-31,departure,passenger,22:15,CX 617,CPA,PG 4570 / QR 3452 / AC 9763 / AY 5129 / OM 5635 / BA 4565 / AA 8919,BKP / QTR / ACA / FIN / MGL / BAW / AAL,7,HKG,BKK,Dep 23:14
2026-08-31,departure,passenger,22:15,UO 234,HKE,CX 5234,CPA,1,HKG,PKX,Dep 22:16
2026-08-31,departure,passenger,22:20,AF 185,AFR,KL 2157 / QF 4223,KLM / QFA,2,HKG,CDG,Dep 22:23
2026-08-31,departure,passenger,22:25,HX 080,CRK,,,0,HKG,YVR,Dep 22:31
2026-08-31,departure,passenger,22:30,CX 673,CPA,,,0,HKG,HYD,Dep 23:00
2026-08-31,departure,passenger,22:30,TK 071,THY,HX 3671 / NZ 4851,CRK / ANZ,2,HKG,IST,Dep 22:31
2026-08-31,departure,passenger,22:30,UA 878,UAL,,,0,HKG,SFO,Dep 22:27
2026-08-31,departure,passenger,22:40,CX 721,CPA,QF 8245 / AY 5839 / OM 5659 / JL 7916 / AA 8925,QFA / FIN / MGL / JAL / AAL,5,HKG,SGN,Dep 22:43
2026-08-31,departure,passenger,22:40,UO 516,HKE,CX 5516,CPA,1,HKG,MNL,Dep 22:55
2026-08-31,departure,passenger,22:45,CX 251,CPA,,,0,HKG,LHR,Dep 22:55
2026-08-31,departure,passenger,22:45,BA 032,BAW,IB 3525,IBE,1,HKG,LHR,Dep 23:18
2026-08-31,departure,passenger,22:50,CX 408,CPA,,,0,HKG,TPE,Dep 22:58
2026-08-31,departure,passenger,22:55,CX 667,CPA,JL 7935,JAL,1,HKG,DAC,Dep 23:09
2026-08-31,departure,passenger,23:05,LX 139,SWR,CX 6633,CPA,1,HKG,ZRH,Dep 23:20
2026-08-31,departure,passenger,23:15,PR 311,PAL,,,0,HKG,MNL,Dep 23:11
2026-08-31,departure,passenger,23:15,CX 255,CPA,,,0,HKG,LHR,Dep 23:28
2026-08-31,departure,passenger,23:15,CX 271,CPA,,,0,HKG,AMS,Dep 23:28
2026-08-31,departure,passenger,23:25,LH 797,DLH,CX 6799 / NZ 4213,CPA / ANZ,2,HKG,FRA,Dep 23:36
2026-08-31,departure,passenger,23:35,UO 624,HKE,CX 5624,CPA,1,HKG,HND,Dep 23:31
2026-08-31,departure,passenger,23:55,CX 289,CPA,LH 7015,DLH,1,HKG,FRA,Dep 00:00 (01/09/2026)
2026-08-31,departure,passenger,23:55,NH 814,ANA,,,0,HKG,HND,Dep 23:53
2026-08-29,arrival,cargo,21:50,RH 6652,HKC,,,0,DAC,HKG,At gate 02:27 (31/08/2026)
2026-08-30,arrival,cargo,15:10,RH 332,HKC,,,0,BKK,HKG,At gate 11:05 (31/08/2026)
2026-08-30,arrival,cargo,16:15,SQ 7874,SIA,,,0,SIN,HKG,At gate 11:12 (31/08/2026)
2026-08-30,arrival,cargo,18:15,CX 087,CPA,,,0,NLU → ANC,HKG,At gate 01:50 (31/08/2026)
2026-08-30,arrival,cargo,21:00,CI 5831,CAL,,,0,TPE,HKG,At gate 01:55 (31/08/2026)
2026-08-30,arrival,cargo,21:45,WW 861,KXP,,,0,BKI,HKG,At gate 00:26 (31/08/2026)
2026-08-30,arrival,cargo,23:55,RH 963,HKC,,,0,KIX,HKG,At gate 01:58 (31/08/2026)
2026-08-31,arrival,cargo,00:10,KZ 203,NCA,,,0,NRT,HKG,At gate 23:59 (30/08/2026)
2026-08-31,arrival,cargo,00:20,5X 168,UPS,,,0,SDF → SIN → PEN → SGN,HKG,At gate 00:13
2026-08-31,arrival,cargo,00:35,RH 318,HKC,,,0,HAN,HKG,At gate 14:57
2026-08-31,arrival,cargo,00:50,MB 8182,MNB,,,0,ALA,HKG,At gate 01:05
2026-08-31,arrival,cargo,01:05,CX 3348,CPA,,,0,CGK → HAN,HKG,At gate 17:19
2026-08-31,arrival,cargo,01:10,KE 313,KAL,,,0,ICN,HKG,At gate 00:45
2026-08-31,arrival,cargo,01:20,CX 078,CPA,,,0,SIN → PEN → KTI,HKG,At gate 12:04
2026-08-31,arrival,cargo,01:30,QR 8004,QTR,,,0,DOH → ALA,HKG,At gate 00:48
2026-08-31,arrival,cargo,01:35,QR 8500,QTR,,,0,DOH,HKG,At gate 01:03
2026-08-31,arrival,cargo,01:50,BR 6529,EVA,,,0,TPE,HKG,At gate 02:58
2026-08-31,arrival,cargo,02:05,7L 624,AZG,,,0,GYD → BOM,HKG,At gate 01:32
2026-08-31,arrival,cargo,02:15,3S 590,BOX,,,0,LEJ → NRT,HKG,At gate 01:28
2026-08-31,arrival,cargo,02:15,SV 982,SVA,,,0,RUH,HKG,At gate 22:04
2026-08-31,arrival,cargo,02:20,RH 9632,HKC,,,0,NMI,HKG,At gate 04:15
2026-08-31,arrival,cargo,02:40,CX 083,CPA,,,0,PDX → ANC,HKG,At gate 02:56
2026-08-31,arrival,cargo,03:00,3S 628,BOX,,,0,FRA → ALA,HKG,At gate 02:33
2026-08-31,arrival,cargo,03:00,QR 8452,QTR,,,0,DOH → SYD,HKG,At gate 04:36
2026-08-31,arrival,cargo,03:10,RH 372,HKC,,,0,SIN,HKG,At gate 06:41
2026-08-31,arrival,cargo,03:25,EK 9862,UAE,,,0,DWC,HKG,At gate 03:22
2026-08-31,arrival,cargo,03:30,7L 1611,AZG,,,0,GYD,HKG,At gate 02:47
2026-08-31,arrival,cargo,03:55,ES 721,DHX,,,0,BAH,HKG,At gate 03:52
2026-08-31,arrival,cargo,04:25,HJ 121,TMN,,,0,SYD,HKG,At gate 04:12
2026-08-31,arrival,cargo,04:45,CK 263,CKK,,,0,PVG,HKG,Cancelled
2026-08-31,arrival,cargo,04:55,CX 085,CPA,,,0,JFK,HKG,At gate 13:09
2026-08-31,arrival,cargo,05:05,CI 5827,CAL,,,0,TPE,HKG,At gate 14:26
2026-08-31,arrival,cargo,05:15,SR 814,XKY,,,0,MNL,HKG,At gate 04:59
2026-08-31,arrival,cargo,06:00,CX 081,CPA,,,0,ORD → ANC,HKG,At gate 10:05
2026-08-31,arrival,cargo,06:05,5Y 9445,GTI,,,0,RZE,HKG,Est at 12:20 (02/09/2026)
2026-08-31,arrival,cargo,06:35,TK 6208,THY,,,0,IST → TBS,HKG,At gate 06:34
2026-08-31,arrival,cargo,06:40,EK 9780,UAE,,,0,DWC,HKG,At gate 06:40
2026-08-31,arrival,cargo,07:00,CX 068,CPA,,,0,FRA → MXP,HKG,At gate 12:17
2026-08-31,arrival,cargo,07:00,ET 3784,ETH,,,0,MAD,HKG,Cancelled
2026-08-31,arrival,cargo,07:25,RH 9376,HKC,,,0,MAA,HKG,At gate 09:40
2026-08-31,arrival,cargo,07:35,CX 2018,CPA,,,0,MAA,HKG,At gate 07:49
2026-08-31,arrival,cargo,08:10,QR 8082,QTR,,,0,DOH,HKG,At gate 07:37
2026-08-31,arrival,cargo,08:10,EK 9848,UAE,,,0,DWC,HKG,At gate 08:29
2026-08-31,arrival,cargo,08:30,3S 510,BOX,,,0,LEJ,HKG,At gate 08:04
2026-08-31,arrival,cargo,08:35,5X 054,UPS,,,0,SDF → ANC → TPE,HKG,At gate 08:28
2026-08-31,arrival,cargo,08:35,MP 9471,MPH,,,0,AMS,HKG,At gate 08:22
2026-08-31,arrival,cargo,08:40,SQ 7974,SIA,,,0,SIN,HKG,At gate 08:02
2026-08-31,arrival,cargo,09:35,CV 9937,CLX,,,0,LUX,HKG,At gate 10:54
